GrantNumber,OutputId,Event,Date,Place,TargetGroup,Type,Url
143258,E7849DDE-B255-4B5C-B393-FAD4964D4C67,"""As ruas de Lisboa"" Cercle de discussions sur les cultures associatives en migration",2014-06-21,"HETS (Haute Ecole de Travail Social) Genève, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://www.hesge.ch/hets/actualites/2014/ruas-lisboa
165736,908AA429-CA01-46D7-8D3E-452F10382986,Migrantensession,2018-10-27,"Basel, Switzerland",Other administration / public sector,Talk,nan
165736,46DBC4A4-BE78-440F-8836-3C44FA3ABE16,"«Farbigkeiten umkämpfter Räume», Stadtführung durch das Klybeckquartier im Rahmen der Urban Color Research Group Walkshops des Kunstmuseum Basel",2018-08-25,"Basel, Switzerland",Other foundations / NGOs,Workshop,http://www.chantalkueng.com/urban-color-research-group
135471,8F68DF4A-B415-4745-B3D1-83A75DC55F1E,"Schlaganfallrehabilitation, Stroke Day",2015-10-30,"UniversitätsSpital Zürich, Switzerland",Industry / private companies,Self-organised,nan
135124,B5E526A1-1C85-41BB-B9A5-3E0F3EB14BA7,"Philo Cafe Winterthur, Begegnungszentrum der Katholischen Kirche",2014-07-08,"Winterthur, Switzerland",Other administration / public sector,nan,nan
131975,959A106B-9B5B-4379-897E-81DD743DA5BF,Kantonsarchäologie Aargau: Mitarbeiterversammlung,2012-11-29,"Brugg, Switzerland",Other administration / public sector,nan,nan
141277,A4A7811F-9162-42C8-8DAC-3B5DE5BE7A3F,Kolloquium Geographisches Institut der Universität München,2012-11-08,"München, Germany",Other foundations / NGOs,nan,nan
165784,FF13A3E1-DB79-46CC-9974-F9A960603EA2,Techday at Cantonal Gymnasium in Mendrisio,2018-11-22,"Mendrisio, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
156730,1C9A81A6-7E73-457A-AD0D-BFA2C2D318A1,"Présentation du rapport de recherche ""La professionnalisation des enseignants en formation initiale. Analyses didactiques des gestes professionnels en développement"".",2017-05-29,"Université de Genève, Switzerland",Other administration / public sector,Self-organised,http://www.unige.ch/fapse/dam/
169884,C45CDC9C-296B-4E12-96F3-FB12A1AB267A,Weiterbildung für Hebammen,2018-04-24,"Winterthur, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
169884,716618F8-A7EA-4438-B162-FE840E689F4B,Universitätsspital Zürich,2018-03-22,"Zurich, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
116605,B311BEC4-410C-45B5-BAED-FE2748D17DD5,Vortragsreihe Unsicherheiten im Lebensverlauf: Einführung,2011-02-22,"Lehrstuhl für Soziologie, Sozialpolitik und Sozialarbeit, Universität Fribourg",Education,nan,nan
138579,1B622482-F165-43B6-B1C2-413F810F3504,Ressourcen und Stress am Arbeitsplatz,2015-04-15,"Bern, Switzerland",Other administration / public sector,nan,nan
179036,F105F267-CCDE-4059-AC84-7FECBF9D72FE,Supply Chain Management 4.0 Seminar: Blockchain-Fokus,2019-12-04,"St. Gallen, Switzerland",Industry / private companies,Self-organised,https://iscm.unisg.ch/de/weiterbildung-und-events/intensivseminare
122413,1B82D87B-02D0-4AE6-A216-441C719BFE76,Recomposition familiale: variété des configurations et ancrage sociodémographique,2011-10-13,Université de Genève,Education,nan,nan
162675,57E610E9-8B89-4D55-A5BF-BBC03B7F7CAC,Argumentation in English – local or global?,2019-03-21,"Workshop an Hochschultag der PH FHNW: Zukunft der Bildung von Lehrer_innen und pädagogischen Fachper, Switzerland",Other administration / public sector,Workshop,https://www.fhnw.ch/de/die-fhnw/hochschulen/ph/medien-und-oeffentlichkeit/events/events-archiv/hochschultag2019
132292,9B81DFAA-9C83-4338-93E2-BAB4874F24EF,Intentions et pratiques d’enseignant-e-s en éducation interculturelle.,2011-09-14,"Université de Lausanne, Switzerland",Other administration / public sector,Talk,nan
132292,2102DFB8-3A3D-4070-AC44-3BA6F5CE0E0E,Présentation des résultats intermédiaires du projet,2011-09-14,"Université de Lausanne, Switzerland",Other administration / public sector,Self-organised,nan
152943,6B5B7AEF-80E3-4325-9CB2-378CEB72C67E,Expertenrunde zu spätlatènezeitliche Keramik aus dem südlichen Oberrheingebiet,2015-01-30,"Freiburg i. B., Germany",Other administration / public sector,Workshop,nan
152943,F0EDF0A2-316F-4497-80EF-1B54846996B9,Zuhause bei den Kelten. Das spätkeltische Gehöft in Reinach-Nord (BL) im Wandel der Zeit. Berner Zirkel für Ur- und Frühgeschichte,2016-10-27,"Bern, Switzerland",Other administration / public sector,Talk,nan
150183,B753268C-1B6C-4713-9D92-C02F9357AC14,Reformierter Kirchenbau in der Schweiz,2017-08-30,"Rapperswil BE, Switzerland",Other administration / public sector,Talk,nan
150183,4FAF6381-2A0D-4BD2-A222-FF791219D97D,Reformierter Kirchenbau in der Schweiz,2017-03-28,"Heimberg, Switzerland",Other administration / public sector,Talk,nan
141419,F9CEA633-0D85-4120-8F7A-BDD068C37DF0,Human enhancement technologies: pushing the boundaries,2013-07-03,"Swiss Re Centre for Global Dialogue, Rüschlikon, Switzerland, Switzerland",Industry / private companies,nan,http://cgd.swissre.com/events/Human_enhancement_technologies_pushing_the_boundaries.html
177588,319909DD-7424-44D4-BBC8-E7DEFC4DA35B,National Prosopis Stakeholder Meeting,2018-09-16,"Bishoftu, Ethiopia",Other administration / public sector,Self-organised,nan
177588,C04E13AB-8331-43C2-9B43-D5A26DB93EF0,Local Implementation Group: Workshop 1B - Baringo,2018-04-04,"Baringo, Kenya",Other administration / public sector,Self-organised,nan
177588,594135CA-B5ED-4184-82BE-D368A8FAD98C,Prosopis research in Ethiopia,2019-01-16,"Addis Ababa, Ethiopia",Other administration / public sector,Workshop,nan
177588,CC17FFFE-9E38-4682-A88B-5786677CB7F9,Local Implementation Group: Workshop 2B- Baringo,2018-10-18,"Baingo, Kenya",Other administration / public sector,Self-organised,nan
177588,BBBD1B04-826F-42BA-AF2F-A1B1BB1F82F3,Stakeholder Meeting,2018-01-26,"Moshi, Tanzania",Other administration / public sector,Self-organised,nan
177588,C694021A-0105-47C2-A3CA-66F3248888AA,Local Implementation Group: Workshop 2 - Amani,2018-12-10,"Amani, Tanzania",Other administration / public sector,Self-organised,nan
177588,BC5C39A7-43C5-4CAB-AB32-87BDB1B1FEAB,Local Implementation Group: Workshop 2A - Baringo,2019-04-04,"Baringo, Kenya",Other administration / public sector,Self-organised,nan
177588,5B8E711F-F7A7-478E-BA74-8589BD01B05F,Local Implementation Group: Workshop 1 - Amani,2018-02-19,"Amani, Tanzania",Other administration / public sector,Self-organised,nan
177588,8403F3C0-6C7B-4479-B086-CC7C34883B2D,Local Implementation Group: Workshop 1 - Moshi,2018-03-13,"Moshi, Tanzania",Other administration / public sector,Self-organised,nan
177588,88066BE6-8AB4-4212-ADA6-B4123CB313C3,Local Implementation Group: Works shop 1A - Baringo,2019-01-17,"Baringo, Kenya",Other administration / public sector,Self-organised,nan
177588,769E939E-60F2-4760-8DD5-B2940F5482F1,National Prosopis Strategy preparation meeting,2019-06-17,"Nairobi, Kenya",Other administration / public sector,Workshop,nan
177588,EB95777B-8AD5-47DF-960E-F52FE170ED18,Local Implementation Group: Workshop 2: Afar,2018-12-07,"Awash Arba, Ethiopia",Other administration / public sector,Self-organised,nan
177588,ED57C82F-0FD8-4607-8A58-BEDAF7FE4A64,Local Implementation Group: Workshop 2 - Moshi,2018-09-10,"Moshi, Tanzania",Other administration / public sector,Self-organised,nan
177588,C2B28110-FB0D-4F65-B72A-FC61C9D17E81,Local Implementation Group: Workshop 1 - Afar,2018-01-08,"Awash Arba, Austria",Other administration / public sector,Self-organised,nan
177588,652C6AF5-A5AA-44D9-82CB-3FBFC44620F5,Courtesy call from KEFRI Directorate,2019-05-06,"Nairobi, Kenya",Other administration / public sector,Workshop,nan
135067,FD449CCE-0D91-4094-9C1B-B7A43DA75A9D,United Nations Framework Convention on Climate Change,2012-08-30,"Bangkok, Thailand",Other administration / public sector,Workshop,nan
135067,1E46C235-FCC9-471D-84A5-B9C77A915A1B,United Nations Framework Convention on Climate Change,2012-05-14,"Bonn, Germany",Other foundations / NGOs,Talk,nan
133395,3D2F82C9-A584-4F06-B28B-4300C21E5763,Parlamentsarbeit: Lust oder Frust? Dialog am Mittag des Grossen Rates des Kantons Bern,2011-09-07,"Bern, Switzerland",Other administration / public sector,nan,nan
162987,C4F32B89-0FB3-48C0-B5D8-B78D5B4384F8,Advisory Board zum Projekt,2016-09-15,"Pädagogische Hochschule FHNW Basel, Switzerland",Other administration / public sector,Self-organised,nan
162987,F2793A12-D6E3-479F-BB82-424FDF669F36,Advisory Board zum Projekt,2017-11-15,"Pädagogische Hochschule Basel, Switzerland",Other administration / public sector,Self-organised,nan
162668,995643B2-04FA-43C6-8A52-415EF69033BF,Symposium meteorological libraries/archives weather services Europe,2019-10-24,"Vienna, Austria",Other administration / public sector,Workshop,nan
162668,64919D1E-A457-4F3F-99F7-F71981741A39,"Amtsleiterinnentreffen Liechtenstein: ""Klimawandel: Vergangenheit – Zukunft - Massnahmen""",2019-09-13,"Bern, Switzerland",Other administration / public sector,Talk,nan
144011,937C61FE-C949-4E26-8BCD-83A528CE9C97,Wie sich die Flora von Piz Tomül & Co. über das letzte Jahrhundert verändert hat,2015-06-20,"Park Beverin, Switzerland",Other foundations / NGOs,Talk,nan
144011,9366631B-BC45-468E-8157-3C08A5298470,Vegetation change in high mountain regions over the past century,2015-02-26,"Davos, Switzerland",Other administration / public sector,Talk,nan
150344,133B62E7-4FC8-4709-A2D4-4561517C9D4A,Projektvorstellung an der Sozietät der Theologischen Fakultät der Universität Zürich,2017-01-10,"Zürich , Switzerland",Other foundations / NGOs,Talk,nan
156204,228AD86D-1381-4576-A14A-4005B8BA4516,Übergänge von der Sekundar- zur Tertiärstufe: Formale Durchlässigkeit und effektive Nutzung der Bildungspfade. Tagung der Schweizerische Akademie der Geistes- und Sozialwissenschaften,2019-05-16,"Freiburg, Switzerland",Other administration / public sector,Talk,nan
